Game Number,Final Step,Multiplier,Outcome,Winnings,Cost,Crash Point,Cashout Point,Used Bonus
1089,10,6.84,Crashed during move,0.00,1.00,13,20,
1090,0,1.00,Crashed during move,0.00,1.00,1,20,
1091,20,46.82,Cashed out,46.82,32.01,22,20,Mystic
1092,20,46.82,Cashed out,46.82,1.00,21,20,
1093,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
1094,16,21.69,Crashed during move,0.00,4.85,17,20,Mystic
1095,9,5.65,Crashed during move,0.00,4.85,10,20,Mystic
1096,7,3.84,Crashed during move,0.00,4.85,9,20,Mystic
1097,20,46.82,Cashed out,46.82,83.44,30,20,Mystic
1098,3,1.78,Crashed during move,0.00,1.00,4,20,
1099,7,3.84,Crashed during move,0.00,4.85,10,20,Mystic
1100,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
1101,5,2.62,Crashed during move,0.00,4.85,7,20,Mystic
1102,20,46.82,Cashed out,46.82,29.59,23,20,Mystic
1103,20,46.82,Cashed out,46.82,4.85,46,20,
1104,15,17.90,Crashed during move,0.00,22.78,17,20,Mystic
1105,0,1.00,Crashed during move,0.00,1.00,1,20,
1106,6,3.17,Crashed during move,0.00,4.85,16,20,Mystic
1107,15,17.90,Crashed during move,0.00,31.20,16,20,Mystic
1108,20,46.82,Cashed out,46.82,80.46,26,20,Mystic
1109,0,1.00,Crashed during move,0.00,1.00,2,20,
1110,7,3.84,Crashed during move,0.00,7.86,8,20,Mystic
1111,20,46.82,Cashed out,46.82,36.78,26,20,Mystic
1112,0,1.00,Crashed during move,0.00,1.00,2,20,
1113,0,1.00,Crashed during move,0.00,1.00,10,20,
1114,11,8.29,Crashed during move,0.00,7.86,12,20,Mystic
1115,7,3.84,Crashed during move,0.00,4.85,8,20,Mystic
1116,14,14.77,Crashed during move,0.00,6.66,15,20,Mystic
1117,0,1.00,Crashed during move,0.00,1.00,1,20,
1118,20,46.82,Cashed out,46.82,4.85,22,20,Mystic
1119,8,4.66,Crashed during move,0.00,4.85,10,20,Mystic
1120,7,3.84,Crashed during move,0.00,4.85,8,20,Mystic
1121,6,3.17,Crashed during move,0.00,4.85,8,20,Mystic
1122,7,3.84,Crashed during move,0.00,4.85,10,20,Mystic
1123,3,1.78,Crashed during move,0.00,4.85,4,20,Mystic
1124,0,1.00,Crashed during move,0.00,1.00,4,20,
1125,11,8.29,Crashed during move,0.00,5.67,12,20,Mystic
1126,4,2.16,Crashed during move,0.00,4.85,7,20,Mystic
1127,20,46.82,Cashed out,46.82,64.71,30,20,Mystic
1128,8,4.66,Crashed during move,0.00,4.85,10,20,Mystic
1129,20,46.82,Cashed out,46.82,100.59,27,20,Mystic
1130,20,46.82,Cashed out,46.82,64.71,22,20,Mystic
1131,20,46.82,Cashed out,46.82,52.58,30,20,Mystic
1132,14,14.77,Crashed during move,0.00,17.06,15,20,Mystic
1133,20,46.82,Cashed out,46.82,133.25,24,20,Mystic
1134,3,1.78,Crashed during move,0.00,1.00,4,20,
1135,20,46.82,Cashed out,46.82,61.71,23,20,Mystic
1136,0,1.00,Crashed during move,0.00,1.00,1,20,
1137,20,46.82,Cashed out,46.82,22.74,28,20,Mystic
1138,6,3.17,Crashed during move,0.00,4.85,8,20,Mystic
1139,0,1.00,Crashed during move,0.00,1.00,1,20,
1140,17,26.29,Crashed during move,0.00,26.59,18,20,Mystic
1141,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
1142,20,46.82,Cashed out,46.82,31.20,28,20,Mystic
1143,20,46.82,Cashed out,46.82,149.30,25,20,Mystic
1144,0,1.00,Crashed during move,0.00,1.00,2,20,
1145,6,3.17,Crashed during move,0.00,4.85,7,20,Mystic
1146,7,3.84,Crashed during move,0.00,4.85,8,20,Mystic
1147,20,46.82,Cashed out,46.82,22.74,21,20,Mystic
1148,15,17.90,Crashed during move,0.00,7.86,18,20,Mystic
1149,17,26.29,Crashed during move,0.00,28.39,18,20,Mystic
1150,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
1151,20,46.82,Cashed out,46.82,43.55,29,20,Mystic
1152,13,12.18,Crashed during move,0.00,7.86,16,20,Mystic
1153,20,46.82,Cashed out,46.82,4.85,49,20,
1154,20,46.82,Cashed out,46.82,43.55,30,20,Mystic
1155,8,4.66,Crashed during move,0.00,4.85,10,20,Mystic
1156,8,4.66,Crashed during move,0.00,4.85,14,20,Mystic
1157,13,12.18,Crashed during move,0.00,7.86,15,20,Mystic
1158,3,1.78,Crashed during move,0.00,1.00,5,20,
1159,3,1.78,Crashed during move,0.00,4.85,9,20,Mystic
1160,9,5.65,Crashed during move,0.00,4.85,10,20,Mystic
1161,0,1.00,Crashed during move,0.00,1.00,3,20,
1162,20,46.82,Cashed out,46.82,4.85,39,20,Mystic
1163,5,2.62,Crashed during move,0.00,4.85,10,20,Mystic
1164,11,8.29,Crashed during move,0.00,4.85,12,20,Mystic
1165,4,2.16,Crashed during move,0.00,4.85,7,20,Mystic
1166,0,1.00,Crashed during move,0.00,1.00,1,20,
1167,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
1168,9,5.65,Crashed during move,0.00,4.85,10,20,Mystic
1169,0,1.00,Crashed during move,0.00,1.00,2,20,
1170,20,46.82,Cashed out,46.82,175.32,32,20,Mystic
1171,8,4.66,Crashed during move,0.00,4.85,10,20,Mystic
1172,0,1.00,Crashed during move,0.00,1.00,1,20,
1173,13,12.18,Crashed during move,0.00,7.86,15,20,Mystic
1174,9,5.65,Crashed during move,0.00,4.85,14,20,Mystic
1175,9,5.65,Crashed during move,0.00,5.67,10,20,Mystic
1176,20,46.82,Cashed out,46.82,82.12,26,20,Mystic
1177,0,1.00,Crashed during move,0.00,1.00,3,20,
1178,16,21.69,Crashed during move,0.00,13.21,19,20,Mystic
1179,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
1180,6,3.17,Crashed during move,0.00,4.85,7,20,Mystic
1181,20,46.82,Cashed out,46.82,26.59,27,20,Mystic
1182,0,1.00,Crashed during move,0.00,1.00,7,20,
1183,0,1.00,Crashed during move,0.00,1.00,1,20,
1184,0,1.00,Crashed during move,0.00,1.00,1,20,
1185,0,1.00,Crashed during move,0.00,1.00,5,20,
1186,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
1187,10,6.84,Crashed during move,0.00,7.86,11,20,Mystic
1188,11,8.29,Crashed during move,0.00,14.92,12,20,Mystic
1189,18,31.87,Crashed during move,0.00,36.78,19,20,Mystic
1190,10,6.84,Crashed during move,0.00,4.85,12,20,Mystic
1191,0,1.00,Crashed during move,0.00,1.00,1,20,
1192,0,1.00,Crashed during move,0.00,1.00,9,20,
1193,0,1.00,Crashed during move,0.00,1.00,3,20,
1194,0,1.00,Crashed during move,0.00,1.00,1,20,
1195,0,1.00,Crashed during move,0.00,1.00,6,20,
1196,15,17.90,Crashed during move,0.00,31.20,16,20,Mystic
1197,7,3.84,Crashed during move,0.00,4.85,8,20,Mystic
1198,8,4.66,Crashed during move,0.00,4.85,10,20,Mystic
1199,1,1.21,Crashed during move,0.00,1.00,2,20,
1200,5,2.62,Crashed during move,0.00,4.85,7,20,Mystic
1201,20,46.82,Cashed out,46.82,26.59,29,20,Mystic
1202,0,1.00,Crashed during move,0.00,1.00,5,20,
1203,0,1.00,Crashed during move,0.00,1.00,3,20,
1204,0,1.00,Crashed during move,0.00,1.00,2,20,
1205,20,46.82,Cashed out,46.82,7.86,23,20,Mystic
1206,9,5.65,Crashed during move,0.00,4.85,11,20,Mystic
1207,0,1.00,Crashed during move,0.00,1.00,1,20,
1208,2,1.47,Crashed during move,0.00,1.00,3,20,
1209,0,1.00,Crashed during move,0.00,1.00,5,20,
1210,0,1.00,Crashed during move,0.00,1.00,5,20,
1211,5,2.62,Crashed during move,0.00,4.85,8,20,Mystic
1212,13,12.18,Crashed during move,0.00,14.92,14,20,Mystic
1213,0,1.00,Crashed during move,0.00,1.00,2,20,
1214,0,1.00,Crashed during move,0.00,1.00,2,20,
1215,20,46.82,Cashed out,46.82,26.59,26,20,Mystic
1216,7,3.84,Crashed during move,0.00,5.67,8,20,Mystic
1217,1,1.21,Crashed during move,0.00,1.00,2,20,
1218,9,5.65,Crashed during move,0.00,4.85,10,20,Mystic
1219,20,46.82,Cashed out,46.82,51.76,24,20,Mystic
1220,20,46.82,Cashed out,46.82,39.79,21,20,Mystic
1221,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
1222,20,46.82,Cashed out,46.82,5.67,50,20,
1223,20,46.82,Cashed out,46.82,109.10,35,20,Mystic
1224,10,6.84,Crashed during move,0.00,7.86,13,20,Mystic
1225,0,1.00,Crashed during move,0.00,1.00,3,20,
1226,20,46.82,Cashed out,46.82,96.74,22,20,Mystic
1227,20,46.82,Cashed out,46.82,51.76,26,20,Mystic
1228,9,5.65,Crashed during move,0.00,4.85,10,20,Mystic
1229,0,1.00,Crashed during move,0.00,1.00,2,20,
1230,9,5.65,Crashed during move,0.00,4.85,17,20,Mystic
1231,14,14.77,Crashed during move,0.00,7.86,17,20,Mystic
1232,8,4.66,Crashed during move,0.00,4.85,10,20,Mystic
1233,10,6.84,Crashed during move,0.00,1.00,11,20,
1234,20,46.82,Cashed out,46.82,157.46,25,20,Mystic
1235,3,1.78,Crashed during move,0.00,1.00,5,20,
1236,10,6.84,Crashed during move,0.00,4.85,11,20,Mystic
1237,7,3.84,Crashed during move,0.00,4.85,9,20,Mystic
1238,0,1.00,Crashed during move,0.00,1.00,1,20,
1239,7,3.84,Crashed during move,0.00,4.85,10,20,Mystic
1240,9,5.65,Crashed during move,0.00,4.85,12,20,Mystic
1241,0,1.00,Crashed during move,0.00,1.00,1,20,
1242,8,4.66,Crashed during move,0.00,4.85,18,20,Mystic
1243,6,3.17,Crashed during move,0.00,4.85,14,20,Mystic
1244,0,1.00,Crashed during move,0.00,1.00,1,20,
1245,20,46.82,Cashed out,46.82,128.64,27,20,Mystic
1246,8,4.66,Crashed during move,0.00,4.85,11,20,Mystic
1247,8,4.66,Crashed during move,0.00,4.85,11,20,Mystic
1248,9,5.65,Crashed during move,0.00,5.67,10,20,Mystic
1249,17,26.29,Crashed during move,0.00,26.59,18,20,Mystic
1250,20,46.82,Cashed out,46.82,51.76,28,20,Mystic
1251,14,14.77,Crashed during move,0.00,31.20,15,20,Mystic
1252,10,6.84,Crashed during move,0.00,4.85,11,20,Mystic
1253,5,2.62,Crashed during move,0.00,4.85,9,20,Mystic
1254,15,17.90,Crashed during move,0.00,4.85,16,20,Mystic
1255,0,1.00,Crashed during move,0.00,1.00,3,20,
1256,11,8.29,Crashed during move,0.00,9.31,12,20,Mystic
1257,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
1258,8,4.66,Crashed during move,0.00,5.67,9,20,Mystic
1259,0,1.00,Crashed during move,0.00,1.00,7,20,
1260,0,1.00,Crashed during move,0.00,1.00,1,20,
1261,20,46.82,Cashed out,46.82,76.50,26,20,Mystic
1262,17,26.29,Crashed during move,0.00,26.59,18,20,Mystic
1263,0,1.00,Crashed during move,0.00,1.00,1,20,
1264,0,1.00,Crashed during move,0.00,1.00,2,20,
1265,0,1.00,Crashed during move,0.00,1.00,2,20,
1266,0,1.00,Crashed during move,0.00,1.00,6,20,
1267,10,6.84,Crashed during move,0.00,4.85,18,20,Mystic
1268,0,1.00,Crashed during move,0.00,1.00,9,20,
1269,19,38.63,Crashed during move,0.00,88.38,20,20,Mystic
1270,20,46.82,Cashed out,46.82,46.56,23,20,Mystic
1271,7,3.84,Crashed during move,0.00,4.85,8,20,Mystic
1272,12,10.05,Crashed during move,0.00,26.59,13,20,Mystic
1273,2,1.47,Crashed during move,0.00,1.00,3,20,
1274,0,1.00,Crashed during move,0.00,1.00,1,20,
1275,9,5.65,Crashed during move,0.00,7.86,12,20,Mystic
1276,0,1.00,Crashed during move,0.00,1.00,10,20,
1277,6,3.17,Crashed during move,0.00,4.85,9,20,Mystic
1278,20,46.82,Cashed out,46.82,4.85,46,20,
1279,0,1.00,Crashed during move,0.00,1.00,2,20,
1280,7,3.84,Crashed during move,0.00,4.85,12,20,Mystic
1281,0,1.00,Crashed during move,0.00,1.00,8,20,
1282,18,31.87,Crashed during move,0.00,36.78,19,20,Mystic
1283,20,46.82,Cashed out,46.82,38.59,27,20,Mystic
1284,15,17.90,Crashed during move,0.00,26.59,16,20,Mystic
1285,6,3.17,Crashed during move,0.00,4.85,10,20,Mystic
1286,3,1.78,Crashed during move,0.00,1.00,4,20,
1287,0,1.00,Crashed during move,0.00,1.00,1,20,
1288,8,4.66,Crashed during move,0.00,4.85,16,20,Mystic
1289,12,10.05,Crashed during move,0.00,7.86,15,20,Mystic
1290,20,46.82,Cashed out,46.82,39.70,30,20,
1291,0,1.00,Crashed during move,0.00,1.00,3,20,
1292,12,10.05,Crashed during move,0.00,4.85,13,20,Mystic
1293,1,1.21,Crashed during move,0.00,1.00,2,20,
1294,19,38.63,Crashed during move,0.00,38.59,20,20,Mystic
1295,20,46.82,Cashed out,46.82,4.85,22,20,Mystic
1296,0,1.00,Crashed during move,0.00,1.00,1,20,
1297,10,6.84,Crashed during move,0.00,1.00,13,20,
1298,20,46.82,Cashed out,46.82,96.74,23,20,Mystic
1299,9,5.65,Crashed during move,0.00,4.85,10,20,Mystic
1300,10,6.84,Crashed during move,0.00,1.00,14,20,
1301,1,1.21,Crashed during move,0.00,1.00,2,20,
1302,18,31.87,Crashed during move,0.00,107.50,19,20,Mystic
1303,0,1.00,Crashed during move,0.00,1.00,1,20,
1304,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
1305,20,46.82,Cashed out,46.82,106.09,37,20,Mystic
1306,14,14.77,Crashed during move,0.00,17.06,15,20,Mystic
1307,20,46.82,Cashed out,46.82,179.93,29,20,Mystic
1308,15,17.90,Crashed during move,0.00,26.59,16,20,Mystic
1309,0,1.00,Crashed during move,0.00,1.00,5,20,
1310,20,46.82,Cashed out,46.82,22.78,40,20,Mystic
1311,7,3.84,Crashed during move,0.00,4.85,10,20,Mystic
1312,7,3.84,Crashed during move,0.00,4.85,8,20,Mystic
1313,0,1.00,Crashed during move,0.00,1.00,1,20,
1314,18,31.87,Crashed during move,0.00,17.06,19,20,Mystic
1315,0,1.00,Crashed during move,0.00,1.00,1,20,
1316,0,1.00,Crashed during move,0.00,1.00,1,20,
1317,20,46.82,Cashed out,46.82,26.59,31,20,Mystic
1318,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
1319,10,6.84,Crashed during move,0.00,4.85,12,20,Mystic
1320,0,1.00,Crashed during move,0.00,1.00,2,20,
1321,0,1.00,Crashed during move,0.00,1.00,1,20,
1322,0,1.00,Crashed during move,0.00,1.00,3,20,
1323,20,46.82,Cashed out,46.82,22.78,21,20,Mystic
1324,16,21.69,Crashed during move,0.00,7.86,17,20,Mystic
1325,0,1.00,Crashed during move,0.00,1.00,4,20,
1326,18,31.87,Crashed during move,0.00,22.78,19,20,Mystic
1327,6,3.17,Crashed during move,0.00,4.85,13,20,Mystic
1328,20,46.82,Cashed out,46.82,109.10,26,20,Mystic
1329,20,46.82,Cashed out,46.82,175.32,28,20,Mystic
1330,4,2.16,Crashed during move,0.00,4.85,9,20,Mystic
1331,20,46.82,Cashed out,46.82,120.89,27,20,Mystic
1332,8,4.66,Crashed during move,0.00,4.85,10,20,Mystic
1333,3,1.78,Crashed during move,0.00,1.00,6,20,
1334,7,3.84,Crashed during move,0.00,4.85,11,20,Mystic
1335,10,6.84,Crashed during move,0.00,4.85,14,20,Mystic
1336,20,46.82,Cashed out,46.82,34.20,39,20,Mystic
1337,0,1.00,Crashed during move,0.00,1.00,4,20,
1338,20,46.82,Cashed out,46.82,32.01,35,20,Mystic
1339,20,46.82,Cashed out,46.82,106.09,30,20,Mystic
1340,20,46.82,Cashed out,46.82,44.37,39,20,Mystic
1341,8,4.66,Crashed during move,0.00,4.85,10,20,Mystic
1342,0,1.00,Crashed during move,0.00,1.00,2,20,
1343,16,21.69,Crashed during move,0.00,15.74,17,20,Mystic
1344,0,1.00,Crashed during move,0.00,1.00,1,20,
1345,20,46.82,Cashed out,46.82,43.55,27,20,Mystic
1346,10,6.84,Crashed during move,0.00,4.85,13,20,Mystic
1347,13,12.18,Crashed during move,0.00,6.66,14,20,Mystic
1348,11,8.29,Crashed during move,0.00,7.86,12,20,Mystic
1349,12,10.05,Crashed during move,0.00,4.85,13,20,Mystic
1350,4,2.16,Crashed during move,0.00,4.85,5,20,Mystic
1351,20,46.82,Cashed out,46.82,36.78,21,20,Mystic
1352,20,46.82,Cashed out,46.82,5.67,51,20,
1353,0,1.00,Crashed during move,0.00,1.00,2,20,
1354,13,12.18,Crashed during move,0.00,17.06,14,20,Mystic
1355,0,1.00,Crashed during move,0.00,1.00,2,20,
1356,3,1.78,Crashed during move,0.00,4.85,7,20,Mystic
1357,6,3.17,Crashed during move,0.00,4.85,8,20,Mystic
1358,4,2.16,Crashed during move,0.00,4.85,8,20,Mystic
1359,0,1.00,Crashed during move,0.00,1.00,2,20,
1360,0,1.00,Crashed during move,0.00,1.00,7,20,
1361,10,6.84,Crashed during move,0.00,4.85,13,20,Mystic
1362,20,46.82,Cashed out,46.82,179.93,27,20,Mystic
1363,20,46.82,Cashed out,46.82,73.77,24,20,Mystic
1364,12,10.05,Crashed during move,0.00,7.86,13,20,Mystic
1365,9,5.65,Crashed during move,0.00,7.86,12,20,Mystic
1366,8,4.66,Crashed during move,0.00,9.31,9,20,Mystic
1367,0,1.00,Crashed during move,0.00,1.00,3,20,
1368,20,46.82,Cashed out,46.82,73.77,21,20,Mystic
1369,20,46.82,Cashed out,46.82,27.35,33,20,
1370,6,3.17,Crashed during move,0.00,4.85,7,20,Mystic
1371,0,1.00,Crashed during move,0.00,1.00,1,20,
1372,14,14.77,Crashed during move,0.00,13.21,17,20,Mystic
1373,3,1.78,Crashed during move,0.00,4.85,4,20,Mystic
1374,20,46.82,Cashed out,46.82,60.07,23,20,Mystic
1375,0,1.00,Crashed during move,0.00,1.00,1,20,
1376,20,46.82,Cashed out,46.82,109.10,24,20,Mystic
1377,9,5.65,Crashed during move,0.00,4.85,18,20,Mystic
1378,0,1.00,Crashed during move,0.00,1.00,2,20,
1379,0,1.00,Crashed during move,0.00,1.00,8,20,
1380,20,46.82,Cashed out,46.82,149.30,40,20,Mystic
1381,0,1.00,Crashed during move,0.00,1.00,1,20,
1382,3,1.78,Crashed during move,0.00,1.00,4,20,
1383,7,3.84,Crashed during move,0.00,4.85,12,20,Mystic
1384,0,1.00,Crashed during move,0.00,1.00,5,20,
1385,0,1.00,Crashed during move,0.00,1.00,7,20,
1386,0,1.00,Crashed during move,0.00,1.00,1,20,
1387,0,1.00,Crashed during move,0.00,1.00,1,20,
1388,20,46.82,Cashed out,46.82,43.55,25,20,Mystic
1389,20,46.82,Cashed out,46.82,60.07,25,20,Mystic
1390,0,1.00,Crashed during move,0.00,1.00,1,20,
1391,4,2.16,Crashed during move,0.00,4.85,14,20,Mystic
1392,7,3.84,Crashed during move,0.00,4.85,8,20,Mystic
1393,0,1.00,Crashed during move,0.00,1.00,10,20,
1394,0,1.00,Crashed during move,0.00,1.00,7,20,
1395,20,46.82,Cashed out,46.82,135.92,29,20,Mystic
1396,8,4.66,Crashed during move,0.00,9.31,9,20,Mystic
1397,20,46.82,Cashed out,46.82,36.78,27,20,Mystic
1398,20,46.82,Cashed out,46.82,36.78,23,20,Mystic
1399,20,46.82,Cashed out,46.82,51.76,35,20,Mystic
1400,0,1.00,Crashed during move,0.00,1.00,6,20,
1401,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
1402,11,8.29,Crashed during move,0.00,4.85,12,20,Mystic
1403,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
1404,13,12.18,Crashed during move,0.00,7.86,16,20,Mystic
1405,0,1.00,Crashed during move,0.00,1.00,1,20,
1406,20,46.82,Cashed out,46.82,114.45,21,20,Mystic
1407,9,5.65,Crashed during move,0.00,4.85,10,20,Mystic
1408,20,46.82,Cashed out,46.82,44.37,25,20,Mystic
1409,6,3.17,Crashed during move,0.00,4.85,7,20,Mystic
1410,11,8.29,Crashed during move,0.00,6.66,12,20,Mystic
1411,20,46.82,Cashed out,46.82,110.12,24,20,Mystic
1412,20,46.82,Cashed out,46.82,142.36,27,20,Mystic
1413,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
1414,12,10.05,Crashed during move,0.00,14.92,13,20,Mystic
1415,15,17.90,Crashed during move,0.00,26.59,17,20,Mystic
1416,3,1.78,Crashed during move,0.00,1.00,6,20,
1417,5,2.62,Crashed during move,0.00,4.85,6,20,Mystic
1418,0,1.00,Crashed during move,0.00,1.00,4,20,
1419,1,1.21,Crashed during move,0.00,1.00,2,20,
1420,13,12.18,Crashed during move,0.00,18.86,14,20,Mystic
1421,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
1422,0,1.00,Crashed during move,0.00,1.00,3,20,
1423,17,26.29,Crashed during move,0.00,26.59,19,20,Mystic
1424,0,1.00,Crashed during move,0.00,1.00,2,20,
1425,20,46.82,Cashed out,46.82,162.50,29,20,Mystic
1426,8,4.66,Crashed during move,0.00,4.85,18,20,Mystic
1427,20,46.82,Cashed out,46.82,31.20,25,20,Mystic
1428,0,1.00,Crashed during move,0.00,1.00,7,20,
1429,19,38.63,Crashed during move,0.00,22.78,20,20,Mystic
1430,15,17.90,Crashed during move,0.00,19.65,18,20,Mystic
1431,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
1432,11,8.29,Crashed during move,0.00,7.86,12,20,Mystic
1433,20,46.82,Cashed out,46.82,64.71,27,20,Mystic
1434,20,46.82,Cashed out,46.82,36.78,38,20,Mystic
1435,20,46.82,Cashed out,46.82,52.58,24,20,Mystic
1436,20,46.82,Cashed out,46.82,150.23,27,20,Mystic
1437,11,8.29,Crashed during move,0.00,4.85,16,20,Mystic
1438,0,1.00,Crashed during move,0.00,1.00,1,20,
1439,7,3.84,Crashed during move,0.00,4.85,8,20,Mystic
1440,20,46.82,Cashed out,46.82,120.89,51,20,Mystic
1441,0,1.00,Crashed during move,0.00,1.00,5,20,
1442,0,1.00,Crashed during move,0.00,1.00,1,20,
1443,20,46.82,Cashed out,46.82,127.56,39,20,Mystic
1444,20,46.82,Cashed out,46.82,100.93,28,20,Mystic
1445,5,2.62,Crashed during move,0.00,4.85,9,20,Mystic
1446,0,1.00,Crashed during move,0.00,1.00,8,20,
1447,20,46.82,Cashed out,46.82,76.77,35,20,Mystic
1448,3,1.78,Crashed during move,0.00,1.00,5,20,
1449,10,6.84,Crashed during move,0.00,4.85,13,20,Mystic
1450,17,26.29,Crashed during move,0.00,19.65,18,20,Mystic
1451,20,46.82,Cashed out,46.82,4.85,30,20,Mystic
1452,0,1.00,Crashed during move,0.00,1.00,3,20,
1453,20,46.82,Cashed out,46.82,175.32,27,20,Mystic
1454,5,2.62,Crashed during move,0.00,4.85,14,20,Mystic
1455,20,46.82,Cashed out,46.82,27.35,24,20,Mystic
1456,0,1.00,Crashed during move,0.00,1.00,4,20,
1457,5,2.62,Crashed during move,0.00,1.00,6,20,
1458,20,46.82,Cashed out,46.82,34.90,25,20,Mystic
1459,1,1.21,Crashed during move,0.00,1.00,2,20,
1460,0,1.00,Crashed during move,0.00,1.00,4,20,
1461,0,1.00,Crashed during move,0.00,1.00,1,20,
1462,9,5.65,Crashed during move,0.00,4.85,12,20,Mystic
1463,0,1.00,Crashed during move,0.00,1.00,1,20,
1464,20,46.82,Cashed out,46.82,31.20,29,20,Mystic
1465,3,1.78,Crashed during move,0.00,1.00,4,20,
1466,0,1.00,Crashed during move,0.00,1.00,1,20,
1467,3,1.78,Crashed during move,0.00,1.00,6,20,
1468,19,38.63,Crashed during move,0.00,26.59,20,20,Mystic
1469,20,46.82,Cashed out,46.82,149.30,26,20,Mystic
1470,0,1.00,Crashed during move,0.00,1.00,3,20,
1471,20,46.82,Cashed out,46.82,34.20,25,20,Mystic
1472,20,46.82,Cashed out,46.82,36.78,30,20,Mystic
1473,7,3.84,Crashed during move,0.00,4.85,8,20,Mystic
1474,0,1.00,Crashed during move,0.00,1.00,2,20,
1475,0,1.00,Crashed during move,0.00,1.00,1,20,
1476,15,17.90,Crashed during move,0.00,26.59,18,20,Mystic
1477,20,46.82,Cashed out,46.82,26.59,21,20,Mystic
1478,20,46.82,Cashed out,46.82,88.56,24,20,Mystic
1479,8,4.66,Crashed during move,0.00,4.85,18,20,Mystic
1480,20,46.82,Cashed out,46.82,26.59,28,20,Mystic
1481,7,3.84,Crashed during move,0.00,4.85,9,20,Mystic
1482,3,1.78,Crashed during move,0.00,1.00,4,20,
1483,19,38.63,Crashed during move,0.00,22.78,20,20,Mystic
1484,20,46.82,Cashed out,46.82,175.32,30,20,Mystic
1485,7,3.84,Crashed during move,0.00,4.85,8,20,Mystic
1486,9,5.65,Crashed during move,0.00,4.85,12,20,Mystic
1487,13,12.18,Crashed during move,0.00,31.20,14,20,Mystic
1488,0,1.00,Crashed during move,0.00,1.00,8,20,
1489,14,14.77,Crashed during move,0.00,7.86,16,20,Mystic
1490,10,6.84,Crashed during move,0.00,5.67,11,20,Mystic
1491,0,1.00,Crashed during move,0.00,1.00,2,20,
1492,10,6.84,Crashed during move,0.00,4.85,12,20,Mystic
1493,0,1.00,Crashed during move,0.00,1.00,1,20,
1494,20,46.82,Cashed out,46.82,130.57,36,20,Mystic
1495,0,1.00,Crashed during move,0.00,1.00,1,20,
1496,7,3.84,Crashed during move,0.00,7.86,10,20,Mystic
1497,20,46.82,Cashed out,46.82,52.58,24,20,Mystic
1498,18,31.87,Crashed during move,0.00,31.20,19,20,Mystic
1499,4,2.16,Crashed during move,0.00,4.85,5,20,Mystic
1500,0,1.00,Crashed during move,0.00,1.00,2,20,
1501,20,46.82,Cashed out,46.82,78.22,33,20,Mystic
1502,3,1.78,Crashed during move,0.00,4.85,4,20,Mystic
1503,7,3.84,Crashed during move,0.00,4.85,10,20,Mystic
1504,20,46.82,Cashed out,46.82,83.44,28,20,Mystic
1505,17,26.29,Crashed during move,0.00,34.20,20,20,Mystic
1506,8,4.66,Crashed during move,0.00,4.85,10,20,Mystic
1507,20,46.82,Cashed out,46.82,60.07,24,20,Mystic
1508,20,46.82,Cashed out,46.82,36.78,24,20,Mystic
1509,11,8.29,Crashed during move,0.00,4.85,12,20,Mystic
1510,0,1.00,Crashed during move,0.00,1.00,1,20,
1511,9,5.65,Crashed during move,0.00,4.85,10,20,Mystic
1512,0,1.00,Crashed during move,0.00,1.00,3,20,
1513,0,1.00,Crashed during move,0.00,1.00,2,20,
1514,0,1.00,Crashed during move,0.00,1.00,2,20,
1515,6,3.17,Crashed during move,0.00,1.00,8,20,
1516,18,31.87,Crashed during move,0.00,43.55,19,20,Mystic
1517,20,46.82,Cashed out,46.82,149.30,28,20,Mystic
1518,5,2.62,Crashed during move,0.00,4.85,7,20,Mystic
1519,11,8.29,Crashed during move,0.00,7.86,13,20,Mystic
1520,18,31.87,Crashed during move,0.00,27.35,20,20,Mystic
1521,20,46.82,Cashed out,46.82,31.20,24,20,Mystic
1522,0,1.00,Crashed during move,0.00,1.00,1,20,
1523,8,4.66,Crashed during move,0.00,4.85,10,20,Mystic
1524,9,5.65,Crashed during move,0.00,4.85,10,20,Mystic
1525,8,4.66,Crashed during move,0.00,4.85,14,20,Mystic
1526,7,3.84,Crashed during move,0.00,6.66,8,20,Mystic
1527,0,1.00,Crashed during move,0.00,1.00,10,20,
1528,5,2.62,Crashed during move,0.00,4.85,11,20,Mystic
1529,12,10.05,Crashed during move,0.00,4.85,15,20,Mystic
1530,0,1.00,Crashed during move,0.00,1.00,4,20,
1531,20,46.82,Cashed out,46.82,171.52,28,20,Mystic
