Game Number,Final Step,Multiplier,Outcome,Winnings,Cost,Crash Point,Cashout Point,Used Bonus
1,11,8.29,Crashed during move,0.00,22.78,12,20,Mystic
2,0,1.00,Crashed during move,0.00,1.00,3,20,
3,20,46.82,Cashed out,46.82,56.22,25,20,Mystic
4,3,1.78,Crashed during move,0.00,1.00,5,20,
5,0,1.00,Crashed during move,0.00,1.00,1,20,
6,20,46.82,Cashed out,46.82,32.01,23,20,Mystic
7,3,1.78,Crashed during move,0.00,4.85,4,20,Mystic
8,11,8.29,Crashed during move,0.00,7.86,12,20,Mystic
9,0,1.00,Crashed during move,0.00,1.00,5,20,
10,0,1.00,Crashed during move,0.00,1.00,9,20,
11,20,46.82,Cashed out,46.82,32.01,26,20,Mystic
12,3,1.78,Crashed during move,0.00,1.00,4,20,
13,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
14,20,46.82,Cashed out,46.82,106.09,30,20,Mystic
15,6,3.17,Crashed during move,0.00,7.86,9,20,Mystic
16,0,1.00,Crashed during move,0.00,1.00,1,20,
17,11,8.29,Crashed during move,0.00,4.85,14,20,Mystic
18,8,4.66,Crashed during move,0.00,5.67,9,20,Mystic
19,0,1.00,Crashed during move,0.00,1.00,4,20,
20,1,1.21,Crashed during move,0.00,1.00,2,20,
21,5,2.62,Crashed during move,0.00,4.85,15,20,Mystic
22,12,10.05,Crashed during move,0.00,1.00,14,20,
23,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
24,20,46.82,Cashed out,46.82,27.35,23,20,Mystic
25,20,46.82,Cashed out,46.82,124.03,29,20,Mystic
26,20,46.82,Cashed out,46.82,106.31,29,20,Mystic
27,4,2.16,Crashed during move,0.00,4.85,6,20,Mystic
28,20,46.82,Cashed out,46.82,187.32,23,20,Mystic
29,20,46.82,Cashed out,46.82,73.77,28,20,Mystic
30,20,46.82,Cashed out,46.82,7.86,23,20,Mystic
31,20,46.82,Cashed out,46.82,145.49,27,20,Mystic
32,20,46.82,Cashed out,46.82,122.12,26,20,Mystic
33,0,1.00,Crashed during move,0.00,1.00,2,20,
34,4,2.16,Crashed during move,0.00,4.85,5,20,Mystic
35,11,8.29,Crashed during move,0.00,7.86,12,20,Mystic
36,12,10.05,Crashed during move,0.00,7.86,13,20,Mystic
37,0,1.00,Crashed during move,0.00,1.00,1,20,
38,20,46.82,Cashed out,46.82,43.55,23,20,Mystic
39,0,1.00,Crashed during move,0.00,1.00,1,20,
40,0,1.00,Crashed during move,0.00,1.00,10,20,
41,10,6.84,Crashed during move,0.00,4.85,11,20,Mystic
42,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
43,5,2.62,Crashed during move,0.00,4.85,7,20,Mystic
44,17,26.29,Crashed during move,0.00,24.59,18,20,Mystic
45,0,1.00,Crashed during move,0.00,1.00,1,20,
46,0,1.00,Crashed during move,0.00,1.00,5,20,
47,20,46.82,Cashed out,46.82,37.60,23,20,Mystic
48,20,46.82,Cashed out,46.82,91.70,23,20,Mystic
49,20,46.82,Cashed out,46.82,88.56,24,20,Mystic
50,20,46.82,Cashed out,46.82,39.70,24,20,
51,0,1.00,Crashed during move,0.00,1.00,3,20,
52,4,2.16,Crashed during move,0.00,4.85,8,20,Mystic
53,0,1.00,Crashed during move,0.00,1.00,7,20,
54,20,46.82,Cashed out,46.82,149.30,38,20,Mystic
55,3,1.78,Crashed during move,0.00,1.00,6,20,
56,0,1.00,Crashed during move,0.00,1.00,10,20,
57,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
58,8,4.66,Crashed during move,0.00,5.67,9,20,Mystic
59,6,3.17,Crashed during move,0.00,4.85,7,20,Mystic
60,20,46.82,Cashed out,46.82,88.56,35,20,Mystic
61,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
62,0,1.00,Crashed during move,0.00,1.00,5,20,
63,7,3.84,Crashed during move,0.00,4.85,8,20,Mystic
64,0,1.00,Crashed during move,0.00,1.00,1,20,
65,0,1.00,Crashed during move,0.00,1.00,1,20,
66,8,4.66,Crashed during move,0.00,4.85,10,20,Mystic
67,0,1.00,Crashed during move,0.00,1.00,2,20,
68,0,1.00,Crashed during move,0.00,1.00,1,20,
69,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
70,6,3.17,Crashed during move,0.00,4.85,7,20,Mystic
71,9,5.65,Crashed during move,0.00,4.85,12,20,Mystic
72,0,1.00,Crashed during move,0.00,1.00,1,20,
73,9,5.65,Crashed during move,0.00,5.67,10,20,Mystic
74,6,3.17,Crashed during move,0.00,4.85,7,20,Mystic
75,1,1.21,Crashed during move,0.00,1.00,2,20,
76,8,4.66,Crashed during move,0.00,5.67,9,20,Mystic
77,7,3.84,Crashed during move,0.00,4.85,8,20,Mystic
78,7,3.84,Crashed during move,0.00,4.85,8,20,Mystic
79,0,1.00,Crashed during move,0.00,1.00,4,20,
80,15,17.90,Crashed during move,0.00,27.35,19,20,Mystic
81,12,10.05,Crashed during move,0.00,5.67,13,20,Mystic
82,20,46.82,Cashed out,46.82,58.35,25,20,Mystic
83,9,5.65,Crashed during move,0.00,14.92,10,20,Mystic
84,0,1.00,Crashed during move,0.00,1.00,5,20,
85,0,1.00,Crashed during move,0.00,1.00,1,20,
86,3,1.78,Crashed during move,0.00,4.85,4,20,Mystic
87,11,8.29,Crashed during move,0.00,4.85,18,20,Mystic
88,7,3.84,Crashed during move,0.00,4.85,8,20,Mystic
89,0,1.00,Crashed during move,0.00,1.00,3,20,
90,0,1.00,Crashed during move,0.00,1.00,5,20,
91,0,1.00,Crashed during move,0.00,1.00,1,20,
92,11,8.29,Crashed during move,0.00,7.86,12,20,Mystic
93,20,46.82,Cashed out,46.82,51.76,29,20,Mystic
94,6,3.17,Crashed during move,0.00,4.85,10,20,Mystic
95,6,3.17,Crashed during move,0.00,7.86,7,20,Mystic
96,20,46.82,Cashed out,46.82,64.71,41,20,Mystic
97,18,31.87,Crashed during move,0.00,46.56,19,20,Mystic
98,0,1.00,Crashed during move,0.00,1.00,6,20,
99,15,17.90,Crashed during move,0.00,36.78,16,20,Mystic
100,0,1.00,Crashed during move,0.00,1.00,2,20,
101,0,1.00,Crashed during move,0.00,1.00,10,20,
102,0,1.00,Crashed during move,0.00,1.00,8,20,
103,6,3.17,Crashed during move,0.00,4.85,9,20,Mystic
104,3,1.78,Crashed during move,0.00,1.00,5,20,
105,3,1.78,Crashed during move,0.00,4.85,4,20,Mystic
106,9,5.65,Crashed during move,0.00,4.85,12,20,Mystic
107,12,10.05,Crashed during move,0.00,4.85,14,20,Mystic
108,20,46.82,Cashed out,46.82,139.77,33,20,Mystic
109,20,46.82,Cashed out,46.82,4.85,24,20,Mystic
110,5,2.62,Crashed during move,0.00,4.85,6,20,Mystic
111,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
112,20,46.82,Cashed out,46.82,54.77,26,20,Mystic
113,19,38.63,Crashed during move,0.00,53.57,20,20,Mystic
114,8,4.66,Crashed during move,0.00,4.85,15,20,Mystic
115,20,46.82,Cashed out,46.82,39.79,21,20,Mystic
116,7,3.84,Crashed during move,0.00,4.85,10,20,Mystic
117,3,1.78,Crashed during move,0.00,1.00,4,20,
118,3,1.78,Crashed during move,0.00,4.85,11,20,Mystic
119,4,2.16,Crashed during move,0.00,4.85,6,20,Mystic
120,7,3.84,Crashed during move,0.00,4.85,8,20,Mystic
121,6,3.17,Crashed during move,0.00,4.85,7,20,Mystic
122,0,1.00,Crashed during move,0.00,1.00,2,20,
123,11,8.29,Crashed during move,0.00,4.85,18,20,Mystic
124,5,2.62,Crashed during move,0.00,4.85,8,20,Mystic
125,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
126,10,6.84,Crashed during move,0.00,7.86,11,20,Mystic
127,0,1.00,Crashed during move,0.00,1.00,4,20,
128,20,46.82,Cashed out,46.82,26.59,26,20,Mystic
129,20,46.82,Cashed out,46.82,73.77,24,20,Mystic
130,0,1.00,Crashed during move,0.00,1.00,1,20,
131,6,3.17,Crashed during move,0.00,4.85,8,20,Mystic
132,16,21.69,Crashed during move,0.00,26.59,19,20,Mystic
133,6,3.17,Crashed during move,0.00,1.00,7,20,
134,18,31.87,Crashed during move,0.00,17.87,19,20,Mystic
135,20,46.82,Cashed out,46.82,13.21,21,20,Mystic
136,0,1.00,Crashed during move,0.00,1.00,6,20,
137,0,1.00,Crashed during move,0.00,1.00,3,20,
138,20,46.82,Cashed out,46.82,52.58,31,20,Mystic
139,6,3.17,Crashed during move,0.00,4.85,11,20,Mystic
140,15,17.90,Crashed during move,0.00,7.86,16,20,Mystic
141,0,1.00,Crashed during move,0.00,1.00,7,20,
142,0,1.00,Crashed during move,0.00,1.00,1,20,
143,11,8.29,Crashed during move,0.00,7.86,13,20,Mystic
144,4,2.16,Crashed during move,0.00,4.85,5,20,Mystic
145,10,6.84,Crashed during move,0.00,6.66,11,20,Mystic
146,0,1.00,Crashed during move,0.00,1.00,3,20,
147,0,1.00,Crashed during move,0.00,1.00,2,20,
148,7,3.84,Crashed during move,0.00,4.85,14,20,Mystic
149,20,46.82,Cashed out,46.82,61.71,23,20,Mystic
150,20,46.82,Cashed out,46.82,174.47,38,20,Mystic
151,18,31.87,Crashed during move,0.00,31.20,19,20,Mystic
152,0,1.00,Crashed during move,0.00,1.00,3,20,
153,0,1.00,Crashed during move,0.00,1.00,1,20,
154,10,6.84,Crashed during move,0.00,4.85,11,20,Mystic
155,11,8.29,Crashed during move,0.00,7.86,14,20,Mystic
156,0,1.00,Crashed during move,0.00,1.00,2,20,
157,20,46.82,Cashed out,46.82,161.94,36,20,Mystic
158,11,8.29,Crashed during move,0.00,4.85,14,20,Mystic
159,3,1.78,Crashed during move,0.00,4.85,4,20,Mystic
160,20,46.82,Cashed out,46.82,64.71,26,20,Mystic
161,20,46.82,Cashed out,46.82,138.02,33,20,Mystic
162,0,1.00,Crashed during move,0.00,1.00,2,20,
163,0,1.00,Crashed during move,0.00,1.00,1,20,
164,19,38.63,Crashed during move,0.00,76.77,20,20,Mystic
165,20,46.82,Cashed out,46.82,171.52,23,20,Mystic
166,3,1.78,Crashed during move,0.00,1.00,5,20,
167,0,1.00,Crashed during move,0.00,1.00,2,20,
168,0,1.00,Crashed during move,0.00,1.00,3,20,
169,9,5.65,Crashed during move,0.00,5.67,10,20,Mystic
170,20,46.82,Cashed out,46.82,51.86,24,20,Mystic
171,10,6.84,Crashed during move,0.00,4.85,13,20,Mystic
172,20,46.82,Cashed out,46.82,96.74,46,20,Mystic
173,0,1.00,Crashed during move,0.00,1.00,1,20,
174,20,46.82,Cashed out,46.82,66.56,28,20,Mystic
175,20,46.82,Cashed out,46.82,43.55,50,20,Mystic
176,9,5.65,Crashed during move,0.00,4.85,10,20,Mystic
177,20,46.82,Cashed out,46.82,61.71,32,20,Mystic
178,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
179,9,5.65,Crashed during move,0.00,4.85,10,20,Mystic
180,10,6.84,Crashed during move,0.00,4.85,11,20,Mystic
181,6,3.17,Crashed during move,0.00,4.85,16,20,Mystic
182,9,5.65,Crashed during move,0.00,7.86,10,20,Mystic
183,0,1.00,Crashed during move,0.00,1.00,3,20,
184,14,14.77,Crashed during move,0.00,31.20,15,20,Mystic
185,0,1.00,Crashed during move,0.00,1.00,7,20,
186,0,1.00,Crashed during move,0.00,1.00,6,20,
187,10,6.84,Crashed during move,0.00,4.85,12,20,Mystic
188,7,3.84,Crashed during move,0.00,4.85,9,20,Mystic
189,20,46.82,Cashed out,46.82,51.76,23,20,Mystic
190,7,3.84,Crashed during move,0.00,4.85,10,20,Mystic
191,20,46.82,Cashed out,46.82,180.74,43,20,Mystic
192,3,1.78,Crashed during move,0.00,1.00,4,20,
193,0,1.00,Crashed during move,0.00,1.00,8,20,
194,7,3.84,Crashed during move,0.00,4.85,12,20,Mystic
195,20,46.82,Cashed out,46.82,4.85,49,20,
196,10,6.84,Crashed during move,0.00,13.21,11,20,Mystic
197,3,1.78,Crashed during move,0.00,4.85,12,20,Mystic
198,20,46.82,Cashed out,46.82,153.91,31,20,Mystic
199,9,5.65,Crashed during move,0.00,4.85,10,20,Mystic
200,20,46.82,Cashed out,46.82,61.71,26,20,Mystic
201,19,38.63,Crashed during move,0.00,17.06,20,20,Mystic
202,1,1.21,Crashed during move,0.00,1.00,2,20,
203,0,1.00,Crashed during move,0.00,1.00,1,20,
204,11,8.29,Crashed during move,0.00,7.86,13,20,Mystic
205,8,4.66,Crashed during move,0.00,4.85,12,20,Mystic
206,6,3.17,Crashed during move,0.00,4.85,7,20,Mystic
207,10,6.84,Crashed during move,0.00,4.85,12,20,Mystic
208,18,31.87,Crashed during move,0.00,36.78,19,20,Mystic
209,20,46.82,Cashed out,46.82,128.64,30,20,Mystic
210,7,3.84,Crashed during move,0.00,4.85,15,20,Mystic
211,0,1.00,Crashed during move,0.00,1.00,1,20,
212,20,46.82,Cashed out,46.82,186.33,31,20,Mystic
213,7,3.84,Crashed during move,0.00,4.85,10,20,Mystic
214,1,1.21,Crashed during move,0.00,1.00,2,20,
215,20,46.82,Cashed out,46.82,168.07,38,20,Mystic
216,6,3.17,Crashed during move,0.00,4.85,7,20,Mystic
217,0,1.00,Crashed during move,0.00,1.00,3,20,
218,8,4.66,Crashed during move,0.00,4.85,10,20,Mystic
219,0,1.00,Crashed during move,0.00,1.00,3,20,
220,20,46.82,Cashed out,46.82,39.79,26,20,Mystic
221,11,8.29,Crashed during move,0.00,4.85,12,20,Mystic
222,8,4.66,Crashed during move,0.00,5.67,9,20,Mystic
223,3,1.78,Crashed during move,0.00,4.85,9,20,Mystic
224,0,1.00,Crashed during move,0.00,1.00,1,20,
225,20,46.82,Cashed out,46.82,27.35,32,20,Mystic
226,15,17.90,Crashed during move,0.00,36.78,16,20,Mystic
227,10,6.84,Crashed during move,0.00,4.85,14,20,Mystic
228,10,6.84,Crashed during move,0.00,1.00,16,20,
229,20,46.82,Cashed out,46.82,31.20,25,20,Mystic
230,7,3.84,Crashed during move,0.00,4.85,10,20,Mystic
231,9,5.65,Crashed during move,0.00,4.85,10,20,Mystic
232,20,46.82,Cashed out,46.82,36.78,21,20,Mystic
233,19,38.63,Crashed during move,0.00,22.78,20,20,Mystic
234,0,1.00,Crashed during move,0.00,1.00,3,20,
235,0,1.00,Crashed during move,0.00,1.00,1,20,
236,12,10.05,Crashed during move,0.00,4.85,16,20,Mystic
237,0,1.00,Crashed during move,0.00,1.00,4,20,
238,10,6.84,Crashed during move,0.00,7.86,11,20,Mystic
239,0,1.00,Crashed during move,0.00,1.00,3,20,
240,0,1.00,Crashed during move,0.00,1.00,1,20,
241,8,4.66,Crashed during move,0.00,4.85,11,20,Mystic
242,4,2.16,Crashed during move,0.00,4.85,6,20,Mystic
243,0,1.00,Crashed during move,0.00,1.00,1,20,
244,20,46.82,Cashed out,46.82,37.60,25,20,Mystic
245,13,12.18,Crashed during move,0.00,7.86,14,20,Mystic
246,6,3.17,Crashed during move,0.00,4.85,8,20,Mystic
247,0,1.00,Crashed during move,0.00,1.00,1,20,
248,20,46.82,Cashed out,46.82,31.20,35,20,Mystic
249,20,46.82,Cashed out,46.82,61.71,25,20,Mystic
250,9,5.65,Crashed during move,0.00,4.85,10,20,Mystic
251,20,46.82,Cashed out,46.82,37.60,21,20,Mystic
252,3,1.78,Crashed during move,0.00,1.00,4,20,
253,17,26.29,Crashed during move,0.00,4.85,19,20,Mystic
254,8,4.66,Crashed during move,0.00,4.85,11,20,Mystic
255,17,26.29,Crashed during move,0.00,20.46,18,20,Mystic
256,20,46.82,Cashed out,46.82,44.37,22,20,Mystic
257,12,10.05,Crashed during move,0.00,15.74,13,20,Mystic
258,10,6.84,Crashed during move,0.00,6.66,11,20,Mystic
259,20,46.82,Cashed out,46.82,106.09,37,20,Mystic
260,0,1.00,Crashed during move,0.00,1.00,5,20,
261,4,2.16,Crashed during move,0.00,4.85,8,20,Mystic
262,0,1.00,Crashed during move,0.00,1.00,4,20,
263,20,46.82,Cashed out,46.82,36.78,28,20,Mystic
264,5,2.62,Crashed during move,0.00,4.85,7,20,Mystic
265,20,46.82,Cashed out,46.82,31.20,21,20,Mystic
266,3,1.78,Crashed during move,0.00,1.00,6,20,
267,9,5.65,Crashed during move,0.00,4.85,10,20,Mystic
268,0,1.00,Crashed during move,0.00,1.00,1,20,
269,0,1.00,Crashed during move,0.00,1.00,2,20,
270,0,1.00,Crashed during move,0.00,1.00,5,20,
271,0,1.00,Crashed during move,0.00,1.00,1,20,
272,5,2.62,Crashed during move,0.00,4.85,6,20,Mystic
273,20,46.82,Cashed out,46.82,4.85,24,20,Mystic
274,20,46.82,Cashed out,46.82,149.30,27,20,Mystic
275,18,31.87,Crashed during move,0.00,36.78,19,20,Mystic
276,3,1.78,Crashed during move,0.00,4.85,6,20,Mystic
277,8,4.66,Crashed during move,0.00,4.85,12,20,Mystic
278,0,1.00,Crashed during move,0.00,1.00,1,20,
279,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
280,20,46.82,Cashed out,46.82,128.89,30,20,Mystic
281,3,1.78,Crashed during move,0.00,1.00,4,20,
282,19,38.63,Crashed during move,0.00,36.78,20,20,Mystic
283,0,1.00,Crashed during move,0.00,1.00,5,20,
284,0,1.00,Crashed during move,0.00,1.00,1,20,
285,20,46.82,Cashed out,46.82,66.56,27,20,Mystic
286,17,26.29,Crashed during move,0.00,36.78,20,20,Mystic
287,3,1.78,Crashed during move,0.00,4.85,4,20,Mystic
288,9,5.65,Crashed during move,0.00,4.85,10,20,Mystic
289,0,1.00,Crashed during move,0.00,1.00,5,20,
290,3,1.78,Crashed during move,0.00,4.85,5,20,Mystic
291,0,1.00,Crashed during move,0.00,1.00,3,20,
292,9,5.65,Crashed during move,0.00,4.85,10,20,Mystic
293,8,4.66,Crashed during move,0.00,4.85,16,20,Mystic
294,20,46.82,Cashed out,46.82,73.77,29,20,Mystic
295,8,4.66,Crashed during move,0.00,4.85,11,20,Mystic
296,11,8.29,Crashed during move,0.00,7.86,14,20,Mystic
297,20,46.82,Cashed out,46.82,150.11,39,20,Mystic
298,5,2.62,Crashed during move,0.00,4.85,8,20,Mystic
299,3,1.78,Crashed during move,0.00,1.00,6,20,
300,9,5.65,Crashed during move,0.00,4.85,19,20,Mystic
301,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
302,20,46.82,Cashed out,46.82,4.85,25,20,Mystic
303,7,3.84,Crashed during move,0.00,4.85,11,20,Mystic
304,20,46.82,Cashed out,46.82,53.57,26,20,Mystic
305,10,6.84,Crashed during move,0.00,7.86,11,20,Mystic
306,0,1.00,Crashed during move,0.00,1.00,1,20,
307,0,1.00,Crashed during move,0.00,1.00,1,20,
308,6,3.17,Crashed during move,0.00,4.85,12,20,Mystic
309,0,1.00,Crashed during move,0.00,1.00,3,20,
310,7,3.84,Crashed during move,0.00,4.85,8,20,Mystic
311,20,46.82,Cashed out,46.82,61.71,24,20,Mystic
312,0,1.00,Crashed during move,0.00,1.00,2,20,
313,20,46.82,Cashed out,46.82,106.09,38,20,Mystic
314,20,46.82,Cashed out,46.82,51.76,22,20,Mystic
315,0,1.00,Crashed during move,0.00,1.00,3,20,
316,8,4.66,Crashed during move,0.00,5.67,9,20,Mystic
317,3,1.78,Crashed during move,0.00,1.00,4,20,
318,0,1.00,Crashed during move,0.00,1.00,1,20,
319,5,2.62,Crashed during move,0.00,5.67,6,20,Mystic
320,14,14.77,Crashed during move,0.00,4.85,15,20,Mystic
321,0,1.00,Crashed during move,0.00,1.00,2,20,
322,7,3.84,Crashed during move,0.00,4.85,14,20,Mystic
323,8,4.66,Crashed during move,0.00,4.85,11,20,Mystic
324,10,6.84,Crashed during move,0.00,6.66,11,20,Mystic
325,11,8.29,Crashed during move,0.00,7.86,13,20,Mystic
326,20,46.82,Cashed out,46.82,88.38,30,20,Mystic
327,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
328,20,46.82,Cashed out,46.82,109.10,35,20,Mystic
329,8,4.66,Crashed during move,0.00,4.85,10,20,Mystic
330,20,46.82,Cashed out,46.82,43.55,26,20,Mystic
331,20,46.82,Cashed out,46.82,179.93,42,20,Mystic
332,8,4.66,Crashed during move,0.00,4.85,12,20,Mystic
333,0,1.00,Crashed during move,0.00,1.00,2,20,
334,20,46.82,Cashed out,46.82,154.72,32,20,Mystic
335,10,6.84,Crashed during move,0.00,4.85,11,20,Mystic
336,6,3.17,Crashed during move,0.00,4.85,9,20,Mystic
337,0,1.00,Crashed during move,0.00,1.00,8,20,
338,20,46.82,Cashed out,46.82,73.77,27,20,Mystic
339,20,46.82,Cashed out,46.82,61.71,28,20,Mystic
340,8,4.66,Crashed during move,0.00,4.85,13,20,Mystic
341,0,1.00,Crashed during move,0.00,1.00,2,20,
342,0,1.00,Crashed during move,0.00,1.00,9,20,
343,0,1.00,Crashed during move,0.00,1.00,7,20,
344,6,3.17,Crashed during move,0.00,4.85,8,20,Mystic
345,17,26.29,Crashed during move,0.00,22.74,18,20,Mystic
346,20,46.82,Cashed out,46.82,62.53,25,20,Mystic
347,8,4.66,Crashed during move,0.00,4.85,14,20,Mystic
348,0,1.00,Crashed during move,0.00,1.00,3,20,
349,0,1.00,Crashed during move,0.00,1.00,2,20,
350,0,1.00,Crashed during move,0.00,1.00,3,20,
351,10,6.84,Crashed during move,0.00,7.86,13,20,Mystic
352,20,46.82,Cashed out,46.82,61.71,35,20,Mystic
353,2,1.47,Crashed during move,0.00,1.00,3,20,
354,8,4.66,Crashed during move,0.00,4.85,14,20,Mystic
355,4,2.16,Crashed during move,0.00,4.85,10,20,Mystic
356,16,21.69,Crashed during move,0.00,4.85,17,20,Mystic
357,3,1.78,Crashed during move,0.00,4.85,4,20,Mystic
358,0,1.00,Crashed during move,0.00,1.00,6,20,
359,3,1.78,Crashed during move,0.00,4.85,10,20,Mystic
360,0,1.00,Crashed during move,0.00,1.00,1,20,
361,0,1.00,Crashed during move,0.00,1.00,4,20,
362,0,1.00,Crashed during move,0.00,1.00,7,20,
363,10,6.84,Crashed during move,0.00,1.00,12,20,
364,20,46.82,Cashed out,46.82,127.83,24,20,Mystic
365,6,3.17,Crashed during move,0.00,4.85,9,20,Mystic
366,0,1.00,Crashed during move,0.00,1.00,2,20,
367,12,10.05,Crashed during move,0.00,11.07,13,20,Mystic
368,13,12.18,Crashed during move,0.00,7.86,14,20,Mystic
369,0,1.00,Crashed during move,0.00,1.00,6,20,
370,6,3.17,Crashed during move,0.00,4.85,7,20,Mystic
371,12,10.05,Crashed during move,0.00,13.21,14,20,Mystic
372,7,3.84,Crashed during move,0.00,4.85,13,20,Mystic
373,0,1.00,Crashed during move,0.00,1.00,5,20,
374,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
375,10,6.84,Crashed during move,0.00,7.86,11,20,Mystic
376,20,46.82,Cashed out,46.82,51.76,21,20,Mystic
377,20,46.82,Cashed out,46.82,64.71,22,20,Mystic
378,19,38.63,Crashed during move,0.00,31.20,20,20,Mystic
379,8,4.66,Crashed during move,0.00,4.85,14,20,Mystic
380,6,3.17,Crashed during move,0.00,4.85,8,20,Mystic
381,20,46.82,Cashed out,46.82,43.55,22,20,Mystic
382,20,46.82,Cashed out,46.82,36.78,33,20,Mystic
383,6,3.17,Crashed during move,0.00,4.85,7,20,Mystic
384,0,1.00,Crashed during move,0.00,1.00,6,20,
385,0,1.00,Crashed during move,0.00,1.00,7,20,
386,0,1.00,Crashed during move,0.00,1.00,2,20,
387,3,1.78,Crashed during move,0.00,4.85,4,20,Mystic
388,8,4.66,Crashed during move,0.00,4.85,11,20,Mystic
389,20,46.82,Cashed out,46.82,73.77,22,20,Mystic
390,0,1.00,Crashed during move,0.00,1.00,1,20,
391,17,26.29,Crashed during move,0.00,34.20,18,20,Mystic
392,10,6.84,Crashed during move,0.00,5.67,11,20,Mystic
393,20,46.82,Cashed out,46.82,119.12,26,20,Mystic
394,20,46.82,Cashed out,46.82,110.93,26,20,Mystic
395,11,8.29,Crashed during move,0.00,7.86,12,20,Mystic
396,11,8.29,Crashed during move,0.00,4.85,13,20,Mystic
397,15,17.90,Crashed during move,0.00,7.86,16,20,Mystic
398,11,8.29,Crashed during move,0.00,6.66,12,20,Mystic
399,9,5.65,Crashed during move,0.00,6.66,10,20,Mystic
400,0,1.00,Crashed during move,0.00,1.00,3,20,
401,0,1.00,Crashed during move,0.00,1.00,1,20,
402,20,46.82,Cashed out,46.82,51.76,24,20,Mystic
403,20,46.82,Cashed out,46.82,159.49,41,20,Mystic
404,9,5.65,Crashed during move,0.00,4.85,11,20,Mystic
405,0,1.00,Crashed during move,0.00,1.00,1,20,
406,0,1.00,Crashed during move,0.00,1.00,6,20,
407,20,46.82,Cashed out,46.82,127.56,40,20,Mystic
408,8,4.66,Crashed during move,0.00,4.85,10,20,Mystic
409,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
410,15,17.90,Crashed during move,0.00,26.59,16,20,Mystic
411,0,1.00,Crashed during move,0.00,1.00,2,20,
412,20,46.82,Cashed out,46.82,159.49,43,20,Mystic
413,10,6.84,Crashed during move,0.00,1.00,18,20,
414,20,46.82,Cashed out,46.82,61.71,22,20,Mystic
415,0,1.00,Crashed during move,0.00,1.00,1,20,
416,20,46.82,Cashed out,46.82,61.71,25,20,Mystic
417,12,10.05,Crashed during move,0.00,5.67,13,20,Mystic
418,8,4.66,Crashed during move,0.00,4.85,15,20,Mystic
419,9,5.65,Crashed during move,0.00,5.67,10,20,Mystic
420,20,46.82,Cashed out,46.82,82.12,31,20,Mystic
421,3,1.78,Crashed during move,0.00,4.85,6,20,Mystic
422,0,1.00,Crashed during move,0.00,1.00,1,20,
423,0,1.00,Crashed during move,0.00,1.00,4,20,
424,0,1.00,Crashed during move,0.00,1.00,7,20,
425,8,4.66,Crashed during move,0.00,4.85,17,20,Mystic
426,6,3.17,Crashed during move,0.00,1.00,9,20,
427,13,12.18,Crashed during move,0.00,4.85,20,20,Mystic
428,13,12.18,Crashed during move,0.00,4.85,14,20,Mystic
429,20,46.82,Cashed out,46.82,51.76,21,20,Mystic
430,20,46.82,Cashed out,46.82,45.36,23,20,Mystic
431,11,8.29,Crashed during move,0.00,4.85,12,20,Mystic
432,20,46.82,Cashed out,46.82,110.12,26,20,Mystic
433,0,1.00,Crashed during move,0.00,1.00,2,20,
434,6,3.17,Crashed during move,0.00,4.85,7,20,Mystic
435,20,46.82,Cashed out,46.82,1.00,23,20,
436,20,46.82,Cashed out,46.82,7.86,49,20,
437,7,3.84,Crashed during move,0.00,5.67,8,20,Mystic
438,9,5.65,Crashed during move,0.00,4.85,11,20,Mystic
439,11,8.29,Crashed during move,0.00,4.85,15,20,Mystic
440,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
441,0,1.00,Crashed during move,0.00,1.00,1,20,
442,16,21.69,Crashed during move,0.00,7.86,17,20,Mystic
443,20,46.82,Cashed out,46.82,61.71,39,20,Mystic
444,3,1.78,Crashed during move,0.00,1.00,4,20,
445,0,1.00,Crashed during move,0.00,1.00,4,20,
446,0,1.00,Crashed during move,0.00,1.00,4,20,
447,0,1.00,Crashed during move,0.00,1.00,1,20,
448,20,46.82,Cashed out,46.82,39.79,21,20,Mystic
449,0,1.00,Crashed during move,0.00,1.00,2,20,
450,0,1.00,Crashed during move,0.00,1.00,2,20,
451,0,1.00,Crashed during move,0.00,1.00,1,20,
452,5,2.62,Crashed during move,0.00,4.85,6,20,Mystic
453,0,1.00,Crashed during move,0.00,1.00,1,20,
454,20,46.82,Cashed out,46.82,76.50,34,20,Mystic
455,7,3.84,Crashed during move,0.00,4.85,8,20,Mystic
456,8,4.66,Crashed during move,0.00,4.85,9,20,Mystic
457,3,1.78,Crashed during move,0.00,1.00,5,20,
